,index,MatchId,num_map,Map,Section,Timestamp,Team,RoundName,Point,Player,Hero,HeroDamageDealt,BarrierDamageDealt,DamageBlocked,DamageTaken,Deaths,Eliminations,FinalBlows,EnvironmentalDeaths,EnvironmentalKills,HealingDealt,ObjectiveKills,SoloKills,UltimatesEarned,UltimatesUsed,UltimateCharge,Cooldown1,Cooldown2,CooldownSecondaryFire,CooldownCrouching,IsAlive,MaxHealth,Health,DefensiveAssists,OffensiveAssists,IsBurning,IsKnockedDown,IsAsleep,IsFrozen,IsUnkillable,IsInvincible,IsRooted,IsStunned,IsHacked,TimePlayed,AllDamageDealt,HealingReceived,Cooldown1%,Cooldown2%,CooldownSecondaryFire%,CooldownCrouching%,Health%,NumAlive,Point/s,HeroDamageDealt/s,BarrierDamageDealt/s,DamageBlocked/s,DamageTaken/s,Deaths/s,Eliminations/s,FinalBlows/s,EnvironmentalDeaths/s,EnvironmentalKills/s,HealingDealt/s,ObjectiveKills/s,SoloKills/s,UltimatesEarned/s,UltimatesUsed/s,UltimateCharge/s,Cooldown1/s,Cooldown2/s,CooldownSecondaryFire/s,CooldownCrouching/s,IsAlive/s,MaxHealth/s,Health/s,DefensiveAssists/s,OffensiveAssists/s,IsBurning/s,IsKnockedDown/s,IsAsleep/s,IsFrozen/s,IsUnkillable/s,IsInvincible/s,IsRooted/s,IsStunned/s,IsHacked/s,Version/s,TimePlayed/s,AllDamageDealt/s,HealingReceived/s,Cooldown1%/s,Cooldown2%/s,CooldownSecondaryFire%/s,CooldownCrouching%/s,Health%/s,NumAlive/s,RCP,FBValue,DeathRisk,TF_order,TF_winner,TF_duration,TF_RCP_sum,TF_RCP_weighted_sum,DominanceIndex,Position,DeathByHero,DeathByAbility,DeathByPlayer,Resurrected,DuplicatedHero,DuplicateStatus,FacingDirection,Team1Player1InViewAngle,Team1Player2InViewAngle,Team1Player3InViewAngle,Team1Player4InViewAngle,Team1Player5InViewAngle,Team2Player1InViewAngle,Team2Player2InViewAngle,Team2Player3InViewAngle,Team2Player4InViewAngle,Team2Player5InViewAngle,IsEchoUlt,Version
3659,3659,220507_072322,0,Colosseo,0,367.92,PHI,Offense,0.0,ZEST,Genji,4062.9,839.5,0.0,2594.56,5,14,11,0,0,0.0,3,0,2,1,100,0.0,0.0,0.0,0.0,1,200.0,200.0,0,0,0,0,0,0,0,0,0,0,0,367.92,4902.4,1396.56,0.0,0.0,0.0,0.0,1.0,5,0.0,23.59999999999991,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,23.599999999999454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,1.0,0.0,7.0,PHI,87.69999999999999,-84.35000000000001,-113.09873449623868,0.10965314715110476,"(57.62, 7.26, -16.63)",,,,,,,"(0.85, 0.43, -0.29)",1,0,1,0,0,0,0,1,1,1,0.0,2.1
3709,3709,220507_072322,0,Colosseo,0,372.96,PHI,Offense,0.0,ZEST,Genji,4100.04,926.5,0.0,2594.56,5,15,12,0,0,0.0,3,0,2,1,100,0.0,0.0,0.0,0.0,1,200.0,200.0,0,0,0,0,0,0,0,0,0,0,0,372.96,5026.54,1396.56,0.0,0.0,0.0,0.0,1.0,5,0.0,8.139999999999873,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.140000000000327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,1.0,0.0,7.0,PHI,87.69999999999999,-84.35000000000001,-113.09873449623868,0.10965314715110476,"(76.95, 9.48, -33.37)",,,,,,,"(0.99, -0.05, -0.14)",1,0,0,0,0,1,0,1,1,0,0.0,2.1
3856,3856,220507_072322,0,Colosseo,0,388.08,PHI,Offense,0.0,Belosrea,Winston,4963.37,691.37,8754.58,6724.02,2,15,3,0,0,0.0,5,0,2,2,29,0.0,0.0,0.0,0.0,1,550.0,250.26,0,0,0,0,0,0,0,0,0,0,0,388.08,5654.74,4095.57,0.0,0.0,0.0,0.0,0.4550181818181818,5,0.0,38.4399999999996,0.0,0.0,128.76000000000022,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.76,0.0,0.0,0.0,0.0,0.0,-154.23000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.4399999999996,9.470000000000255,-0.15230460921843686,0.0,0.0,0.0,-0.28041818181818184,0.0,-1.8,1.8,0.0,7.0,PHI,87.69999999999999,-84.35000000000001,-113.09873449623868,0.10965314715110476,"(52.62, 7.00, -15.56)",,,,,,,"(1.00, 0.03, 0.00)",1,1,1,1,1,1,0,1,1,1,0.0,2.1
4101,4101,220507_072322,0,Colosseo,0,413.28,GZC,Defense,0.0,Develop,Soldier: 76,5100.59,3060.94,0.0,3803.85,8,9,4,0,0,1276.94,3,0,2,2,86,0.0,7.75,0.0,0.0,1,200.0,177.42,2,0,0,0,0,0,0,0,0,0,0,413.28,8161.530000000001,1961.27,0.0,0.5201342281879194,0.0,0.0,0.8870999999999999,5,0.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1.0099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,-0.06778523489932886,0.0,0.0,0.0,0.0,1.8,1.8,0.0,8.0,GZC,35.27999999999997,62.99999999999999,78.74338426065472,0.10965314715110476,"(46.80, 6.94, -17.96)",,,,,,,"(0.61, 0.30, 0.74)",0,1,0,1,1,0,1,0,0,0,0.0,2.1
4150,4150,220507_072322,0,Colosseo,0,418.32,GZC,Defense,0.0,ChoiSehwan,Genji,5009.04,2520.06,0.0,3086.23,4,12,7,0,0,0.0,3,2,2,2,74,0.0,0.92,0.0,0.0,1,200.0,187.22,0,0,0,0,0,0,0,0,0,0,0,418.32,7529.1,2027.65,0.0,0.11528822055137844,0.0,0.0,0.9361,5,0.0,119.31999999999971,50.0,0.0,18.240000000000236,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,-1.0099999999999998,0.0,0.0,0.0,0.0,15.609999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,169.3199999999997,15.100000000000136,0.0,-0.12656641604010024,0.0,0.0,0.07804999999999995,0.0,4.2,2.4000000000000004,0.0,8.0,GZC,35.27999999999997,62.99999999999999,78.74338426065472,0.10965314715110476,"(15.96, 2.92, -0.56)",,,,,,,"(0.98, 0.10, -0.19)",0,0,1,0,0,1,1,0,1,0,0.0,2.1
4206,4206,220507_072322,0,Colosseo,0,423.36,PHI,Offense,0.0,Belosrea,Winston,5389.04,947.01,10725.58,7745.85,2,16,4,0,0,0.0,5,0,2,2,63,0.0,5.99,0.0,0.0,1,550.0,452.0,0,0,0,0,0,0,0,0,0,0,0,423.36,6336.05,5312.2,0.0,0.49958298582151794,0.0,0.0,0.8218181818181818,3,0.0,32.26000000000022,50.15999999999997,0.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.42000000000007,0.0,0.0,-0.08340283569641371,0.0,0.0,-0.07636363636363641,1.0,1.75,1.4500000000000002,0.0,8.0,GZC,35.27999999999997,62.99999999999999,78.74338426065472,0.10965314715110476,"(18.37, 1.98, 11.30)",,,,,,,"(0.95, -0.10, -0.29)",1,1,1,0,0,1,0,0,0,1,0.0,2.1
4211,4211,220507_072322,0,Colosseo,0,424.37,GZC,Defense,0.0,Develop,Soldier: 76,5347.87,3200.94,0.0,3813.45,8,11,5,0,0,1317.11,3,0,2,2,99,0.0,13.4,0.0,0.0,1,200.0,200.0,3,0,0,0,0,0,0,0,0,0,0,424.37,8548.81,1993.45,0.0,0.8993288590604027,0.0,0.0,1.0,4,0.0,92.59000000000015,0.0,0.0,9.599999999999909,0.0,1.0,1.0,0.0,0.0,40.169999999999845,0.0,0.0,0.0,0.0,3.0,0.0,-1.0099999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,92.59000000000015,9.600000000000136,0.0,-0.06778523489932886,0.0,0.0,0.0,0.0,3.0,1.25,0.0,8.0,GZC,35.27999999999997,62.99999999999999,78.74338426065472,0.10965314715110476,"(24.95, 2.03, 9.36)",,,,,,,"(-0.91, -0.06, -0.42)",1,1,1,1,0,1,1,0,1,1,0.0,2.1
4272,4272,220507_072322,0,Colosseo,0,430.42,GZC,Defense,0.0,Molly,Ana,1467.48,1881.68,0.0,2237.87,4,6,2,0,0,5862.22,4,1,3,3,14,13.79,0.0,0.0,0.0,1,200.0,200.0,6,5,0,0,0,0,0,0,0,0,0,430.42,3349.16,1434.03,0.9230254350736278,0.0,0.0,0.0,1.0,4,0.0,17.1400000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0100000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,17.139999999999873,0.0,-0.06760374832664007,0.0,0.0,0.0,0.0,0.0,1.75,1.75,0.0,8.0,GZC,35.27999999999997,62.99999999999999,78.74338426065472,0.10965314715110476,"(36.01, 1.85, 0.20)",,,,,,,"(-0.04, -0.01, -1.00)",1,1,1,1,1,1,0,0,0,0,0.0,2.1
4500,4500,220507_072322,0,Colosseo,0,453.6,GZC,Defense,0.0,ChoiSehwan,Genji,5157.72,2549.06,0.0,3381.52,5,13,8,0,0,0.0,3,2,2,2,90,0.0,0.0,0.0,0.0,1,200.0,95.0,0,0,0,0,0,0,0,0,0,0,0,453.6,7706.780000000001,2037.12,0.0,0.0,0.0,0.0,0.475,5,0.0,0.07999999999992724,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0100000000000477,0.07999999999992724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,9.0,GZC,26.210000000000036,51.349999999999994,60.795594990932365,0.10965314715110476,"(0.25, 3.22, -8.28)",,,,,,,"(0.86, 0.08, -0.51)",1,0,1,0,1,0,0,0,0,1,0.0,2.1
4547,4547,220507_072322,0,Colosseo,0,457.64,PHI,Offense,0.0,FiXa,Lucio,2907.64,1330.0,0.0,3225.02,4,11,5,0,0,4834.65,5,1,3,2,100,0.02,6.87,3.31,0.0,0,200.0,0.0,12,13,0,0,0,0,0,0,0,0,0,457.64,4237.639999999999,2178.26,0.08333333333333334,0.5739348370927319,0.8337531486146096,0.0,0.0,3,0.0,61.82999999999993,25.0,0.0,133.48999999999978,1.0,1.0,1.0,0.0,0.0,16.42999999999938,0.0,0.0,1.0,0.0,0.0,0.02,-1.0,3.31,0.0,-1.0,0.0,-129.71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,86.82999999999993,9.260000000000218,0.08333333333333334,-0.0835421888053467,0.8337531486146096,0.0,-0.6485500000000001,-1.0,1.75,1.4500000000000002,1.75,9.0,GZC,26.210000000000036,51.349999999999994,60.795594990932365,0.10965314715110476,"(-2.68, 2.71, -18.61)",Soldier: 76,Primary Fire,Develop,,,,"(0.22, -0.21, -0.95)",1,1,0,1,0,1,0,0,1,0,0.0,2.1
4551,4551,220507_072322,0,Colosseo,0,458.64,GZC,Defense,0.0,Develop,Soldier: 76,5723.96,3240.94,0.0,4047.93,8,13,6,0,0,1403.68,4,0,3,2,100,0.0,9.23,0.0,0.0,1,200.0,86.52,3,0,0,0,0,0,0,0,0,0,0,458.64,8964.9,2137.49,0.0,0.6194630872483221,0.0,0.0,0.4326,4,0.0,53.48999999999978,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-23.040000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.48999999999978,0.0,0.0,-0.06711409395973156,0.0,0.0,-0.11520000000000008,0.0,1.75,1.75,0.0,9.0,GZC,26.210000000000036,51.349999999999994,60.795594990932365,0.10965314715110476,"(6.94, 1.00, -21.96)",,,,,,,"(-0.59, -0.09, -0.80)",1,1,1,0,0,1,0,0,1,0,0.0,2.1
4594,4594,220507_072322,0,Colosseo,0,462.68,GZC,Defense,0.0,Unique,Lucio,2904.06,2024.16,0.0,3121.85,3,13,6,0,0,4315.08,6,0,3,2,100,0.0,3.46,3.83,0.0,1,200.0,200.0,5,8,0,0,0,0,0,0,0,0,0,462.68,4928.22,2006.09,0.0,0.28905597326649957,0.964735516372796,0.0,1.0,4,0.0,35.679999999999836,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,55.68000000000029,0.0,0.0,-0.0835421888053467,0.964735516372796,0.0,0.0,0.0,3.0,1.25,0.0,9.0,GZC,26.210000000000036,51.349999999999994,60.795594990932365,0.10965314715110476,"(4.21, 1.64, -20.02)",,,,,,,"(0.30, 0.04, 0.95)",0,1,1,0,1,1,0,0,0,0,0.0,2.1
4653,4653,220507_072322,0,Colosseo,0,468.72,GZC,Defense,0.0,Rio,Winston,5868.7,1089.74,5786.55,8011.19,4,16,4,0,0,0.0,8,0,3,2,100,2.2,0.1,0.0,0.0,1,550.0,234.88,0,0,0,0,0,0,0,0,0,0,0,468.72,6958.44,4660.82,0.4408817635270541,0.008340283569641367,0.0,0.0,0.42705454545454546,5,0.0,12.899999999999636,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0099999999999998,-1.01,0.0,0.0,0.0,0.0,23.289999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0100000000000477,12.899999999999636,23.299999999999272,-0.20240480961923846,-0.08423686405337782,0.0,0.0,0.042345454545454575,0.0,3.2,1.4000000000000001,0.0,9.0,GZC,26.210000000000036,51.349999999999994,60.795594990932365,0.10965314715110476,"(12.07, 1.31, 13.99)",,,,,,,"(0.98, -0.02, 0.21)",1,1,1,0,1,0,1,0,0,0,0.0,2.1
5089,5089,220507_072322,0,Colosseo,0,512.07,PHI,Offense,0.0,ZEST,Genji,5489.37,1379.9,0.0,3566.48,6,17,13,0,0,0.0,3,0,2,2,74,0.0,0.0,0.0,0.0,1,200.0,159.26,0,0,0,0,0,0,0,0,0,0,0,512.07,6869.27,2127.74,0.0,0.0,0.0,0.0,0.7963,5,0.0,126.93000000000029,0.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0100000000000477,126.93000000000029,0.0,0.0,0.0,0.0,0.0,-0.1499999999999999,0.0,-1.8,1.8,0.0,10.0,GZC,35.28000000000003,-0.4833333333333334,7.3684688063769865,0.10965314715110476,"(-45.74, 1.92, 32.16)",,,,,,,"(0.99, 0.00, -0.16)",0,1,0,1,0,1,0,1,0,1,0.0,2.1
5110,5110,220507_072322,0,Colosseo,0,515.09,GZC,Defense,0.0,ChoiSehwan,Genji,5914.03,2686.06,0.0,3995.92,5,16,9,0,0,0.0,4,2,3,3,0,0.0,2.97,0.0,0.0,1,200.0,14.69,0,0,0,0,0,0,0,0,0,0,0,515.09,8600.09,2358.14,0.0,0.37218045112781956,0.0,0.0,0.07345,3,0.0,29.609999999999673,0.0,0.0,121.03999999999996,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0099999999999998,0.0,0.0,0.0,0.0,-18.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,29.610000000000582,15.359999999999673,0.0,-0.12656641604010022,0.0,0.0,-0.09400000000000001,0.0,-1.75,1.4500000000000002,0.0,10.0,GZC,35.28000000000003,-0.4833333333333334,7.3684688063769865,0.10965314715110476,"(-35.23, 5.03, 8.96)",,,,,,,"(0.53, -0.14, -0.83)",1,1,1,0,1,0,1,1,1,1,0.0,2.1
5119,5119,220507_072322,0,Colosseo,0,515.09,PHI,Offense,0.0,ZEST,Genji,5556.61,1379.9,0.0,3566.48,6,18,14,0,0,0.0,3,0,2,2,79,0.0,0.0,0.0,0.0,1,200.0,159.26,0,0,0,0,0,0,0,0,0,0,0,515.09,6936.51,2127.74,0.0,0.0,0.0,0.0,0.7963,4,0.0,38.23999999999978,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,38.23999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,1.75,0.0,10.0,GZC,35.28000000000003,-0.4833333333333334,7.3684688063769865,0.10965314715110476,"(-32.87, 2.87, 20.40)",,,,,,,"(-0.08, 0.06, -1.00)",1,1,1,0,1,1,1,1,1,0,0.0,2.1
5130,5130,220507_072322,0,Colosseo,0,517.11,GZC,Defense,0.0,ChoiSehwan,Genji,6164.46,2686.06,0.0,3998.16,5,18,11,0,0,0.0,4,2,3,3,0,0.0,0.95,0.0,0.0,1,200.0,18.34,0,0,0,0,0,0,0,0,0,0,0,517.11,8850.52,2367.1,0.0,0.11904761904761904,0.0,0.0,0.0917,3,0.0,30.43000000000029,0.0,0.0,2.2399999999997817,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.0,0.0,0.0,-2.2399999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,30.43000000000029,0.0,0.0,-0.12656641604010024,0.0,0.0,-0.011199999999999988,0.0,1.6666666666666667,3.416666666666667,0.0,10.0,GZC,35.28000000000003,-0.4833333333333334,7.3684688063769865,0.10965314715110476,"(-37.58, 4.38, 1.41)",,,,,,,"(-0.65, -0.24, -0.72)",1,0,1,0,1,1,1,1,1,1,0.0,2.1
5146,5146,220507_072322,0,Colosseo,0,518.12,PHI,Offense,0.0,Belosrea,Winston,6435.79,1003.73,11967.58,9725.02,4,20,5,0,0,0.0,5,0,3,3,12,1.95,3.94,0.0,0.0,1,550.0,518.58,0,0,0,0,0,0,0,0,0,0,0,518.12,7439.52,5858.45,0.3907815631262525,0.3286071726438699,0.0,0.0,0.9428727272727273,2,0.0,11.609999999999673,0.0,20.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0000000000000002,-1.0100000000000002,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009999999999991,11.610000000000582,8.4399999999996,-0.20040080160320645,-0.08423686405337782,0.0,0.0,-0.025454545454545507,0.0,0.0,1.6666666666666667,0.0,10.0,GZC,35.28000000000003,-0.4833333333333334,7.3684688063769865,0.10965314715110476,"(-39.60, 1.85, 0.13)",,,,,,,"(-0.13, 0.01, -0.99)",1,0,1,0,1,1,1,1,1,1,0.0,2.1
5256,5256,220507_072322,0,Colosseo,0,529.2,PHI,Offense,0.0,Belosrea,Winston,6815.81,1152.09,12111.98,9812.07,4,21,6,0,0,0.0,6,0,3,3,34,0.0,5.31,0.0,0.0,1,550.0,536.56,0,0,0,0,0,0,0,0,0,0,0,529.2,7967.900000000001,5963.49,0.0,0.4428690575479566,0.0,0.0,0.9755636363636363,4,0.0,11.140000000000327,30.0,19.19999999999891,13.44000000000051,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0100000000000007,0.0,0.0,0.0,0.0,-5.380000000000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.14000000000033,0.0,0.0,-0.08423686405337794,0.0,0.0,-0.009781818181818336,1.0,-1.75,1.75,0.0,10.0,GZC,35.28000000000003,-0.4833333333333334,7.3684688063769865,0.10965314715110476,"(-40.62, 3.79, -28.25)",,,,,,,"(-0.47, 0.20, -0.86)",1,0,0,0,0,1,0,0,0,0,0.0,2.1
